candidate_id,location_score,exp_score,engagement_score,consulting_penalty,is_honeypot,yoe,notice_days,country,current_title
CAND_0000182,1.0,1.0,0.37799999999999995,1.0,False,5.5,60,India,QA Engineer
CAND_0000183,1.0,0.4,0.5880000000000001,1.0,False,3.9,150,India,Sales Executive
CAND_0000184,1.0,0.8,0.6060000000000001,1.0,False,4.9,30,India,Software Engineer
CAND_0000185,0.1,1.0,0.474,1.0,False,6.1,90,USA,Cloud Engineer
CAND_0000186,1.0,0.6,0.5800000000000001,1.0,False,12.4,60,India,Marketing Manager
CAND_0000187,1.0,1.0,0.544,1.0,False,6.6,90,India,DevOps Engineer
CAND_0000188,1.0,0.6,0.344,1.0,False,12.1,60,India,Operations Manager
CAND_0000189,1.0,0.4,0.52,1.0,False,3.7,30,India,Customer Support
CAND_0000190,1.0,0.4,0.536,1.0,False,3.7,120,India,Backend Engineer
CAND_0000191,1.0,1.0,0.516,1.0,False,5.0,90,India,Java Developer
CAND_0000192,0.6,1.0,0.352,1.0,False,5.1,60,UAE,Business Analyst
CAND_0000193,1.0,1.0,0.34,1.0,False,5.7,90,India,Sales Executive
CAND_0000194,1.0,0.4,0.114,1.0,False,1.8,120,India,Business Analyst
CAND_0000195,1.0,1.0,0.16000000000000003,1.0,False,5.9,90,India,Business Analyst
CAND_0000196,1.0,0.8,0.45999999999999996,1.0,False,4.2,90,India,QA Engineer
CAND_0000197,0.1,1.0,0.328,1.0,False,7.2,150,UAE,Customer Support
CAND_0000198,0.6,1.0,0.5820000000000001,1.0,False,6.3,90,USA,Software Engineer
CAND_0000199,1.0,0.4,0.24600000000000002,1.0,False,3.6,90,India,Mechanical Engineer
CAND_0000200,1.0,0.8,0.6799999999999999,1.0,False,4.3,90,India,ML Engineer
CAND_0000201,1.0,0.6,0.6239999999999999,1.0,False,14.1,60,India,Marketing Manager
CAND_0000202,0.1,0.4,0.386,1.0,False,2.7,120,Australia,DevOps Engineer
CAND_0000203,0.1,0.8,0.6799999999999999,1.0,False,4.0,30,Australia,Operations Manager
CAND_0000204,1.0,0.4,0.406,1.0,False,3.5,90,India,Sales Executive
CAND_0000205,1.0,0.8,0.35400000000000004,1.0,False,4.8,30,India,Content Writer
CAND_0000206,1.0,0.8,0.256,1.0,False,9.2,120,India,Mobile Developer
CAND_0000207,0.1,1.0,0.332,1.0,False,5.4,90,USA,Operations Manager
CAND_0000208,1.0,0.8,0.48400000000000004,1.0,False,4.2,30,India,Customer Support
CAND_0000209,0.6,0.8,0.72,1.0,False,10.3,120,UK,Customer Support
CAND_0000210,0.1,1.0,0.49999999999999994,1.0,False,6.3,120,Germany,Senior Data Engineer
CAND_0000211,1.0,1.0,0.322,1.0,False,5.0,60,India,Operations Manager
CAND_0000212,0.1,0.6,0.41200000000000003,1.0,False,13.0,30,USA,Customer Support
CAND_0000213,1.0,0.4,0.524,1.0,False,3.0,60,India,Cloud Engineer
CAND_0000214,0.1,0.8,0.39,1.0,False,9.5,90,USA,Sales Executive
CAND_0000215,0.1,1.0,0.426,1.0,False,7.9,150,UK,Project Manager
CAND_0000216,0.1,1.0,0.524,1.0,False,6.0,90,Singapore,Customer Support
CAND_0000217,1.0,0.8,0.48800000000000004,1.0,False,4.5,90,India,Mechanical Engineer
CAND_0000218,1.0,1.0,0.344,1.0,False,6.2,60,India,Operations Manager
CAND_0000219,1.0,0.6,0.334,1.0,False,14.9,90,India,Mechanical Engineer
CAND_0000220,1.0,0.8,0.6160000000000001,1.0,False,10.9,60,India,Marketing Manager
CAND_0000221,1.0,0.4,0.49799999999999994,1.0,False,2.7,60,India,Customer Support
CAND_0000222,1.0,0.8,0.528,1.0,False,11.1,30,India,Mechanical Engineer
CAND_0000223,0.1,1.0,0.686,1.0,False,6.1,30,USA,Java Developer
CAND_0000224,1.0,0.8,0.21799999999999997,1.0,False,4.1,60,India,HR Manager
CAND_0000225,0.1,1.0,0.71,1.0,False,5.0,60,Germany,Analytics Engineer
CAND_0000226,1.0,0.4,0.49399999999999994,1.0,False,3.5,150,India,Mechanical Engineer
CAND_0000227,1.0,1.0,0.488,1.0,False,7.6,90,India,Data Analyst
CAND_0000228,1.0,0.8,0.458,1.0,False,4.0,90,India,Frontend Engineer
CAND_0000229,1.0,0.4,0.6199999999999999,1.0,False,2.2,60,India,Senior Software Engineer
CAND_0000230,1.0,0.4,0.17200000000000001,1.0,False,1.9,90,India,Project Manager
CAND_0000231,1.0,1.0,0.558,1.0,False,6.9,60,India,Accountant
CAND_0000232,1.0,0.8,0.512,1.0,False,4.3,30,India,Operations Manager
CAND_0000233,1.0,0.6,0.454,1.0,False,12.5,90,India,Civil Engineer
CAND_0000234,1.0,0.4,0.6759999999999999,0.2,False,1.4,150,India,Frontend Engineer
CAND_0000235,1.0,0.8,0.38,1.0,False,10.4,30,India,Business Analyst
CAND_0000236,1.0,0.8,0.48999999999999994,1.0,False,10.3,60,India,Civil Engineer
CAND_0000237,1.0,0.6,0.18000000000000002,1.0,False,14.9,90,India,Mechanical Engineer
CAND_0000238,1.0,1.0,0.276,1.0,False,7.6,150,India,Cloud Engineer
CAND_0000239,1.0,0.8,0.48999999999999994,1.0,False,4.4,60,India,Project Manager
CAND_0000240,1.0,0.6,0.73,1.0,False,13.3,30,India,Project Manager
CAND_0000241,1.0,1.0,0.16,1.0,False,7.7,120,India,Content Writer
CAND_0000242,1.0,0.8,0.5960000000000001,1.0,False,9.1,30,India,Project Manager
CAND_0000243,1.0,1.0,0.47400000000000003,1.0,False,5.7,150,India,Java Developer
CAND_0000244,0.6,0.4,0.23399999999999999,1.0,False,1.3,60,Canada,HR Manager
CAND_0000245,1.0,0.4,0.36600000000000005,1.0,False,1.9,90,India,Project Manager
CAND_0000246,1.0,0.8,0.6559999999999999,1.0,False,4.6,150,India,Content Writer
CAND_0000247,0.1,0.8,0.514,1.0,False,10.2,150,UK,Civil Engineer
CAND_0000248,1.0,0.8,0.386,1.0,False,4.1,90,India,Operations Manager
CAND_0000249,1.0,0.8,0.6739999999999999,1.0,False,9.1,30,India,QA Engineer
CAND_0000250,1.0,0.4,0.456,0.2,False,3.7,120,India,Full Stack Developer
CAND_0000251,1.0,0.8,0.458,1.0,False,11.4,120,India,Customer Support
CAND_0000252,1.0,0.4,0.6260000000000001,1.0,False,3.0,150,India,Business Analyst
CAND_0000253,1.0,1.0,0.23600000000000002,1.0,False,6.1,90,India,Content Writer
CAND_0000254,1.0,1.0,0.39799999999999996,1.0,False,5.7,60,India,Java Developer
CAND_0000255,1.0,1.0,0.42800000000000005,1.0,False,8.0,150,India,Cloud Engineer
CAND_0000256,1.0,0.4,0.25,0.2,False,2.3,120,India,Java Developer
CAND_0000257,1.0,0.4,0.5579999999999999,0.2,False,1.1,90,India,Full Stack Developer
CAND_0000258,1.0,0.8,0.264,1.0,False,11.3,90,India,Accountant
CAND_0000259,1.0,1.0,0.35200000000000004,1.0,False,6.7,60,India,Customer Support
CAND_0000260,1.0,0.4,0.516,1.0,False,3.8,90,India,Mobile Developer
CAND_0000261,1.0,0.6,0.444,1.0,False,13.5,60,India,Content Writer
CAND_0000262,1.0,0.8,0.312,1.0,False,4.9,120,India,Full Stack Developer
CAND_0000263,1.0,1.0,0.40199999999999997,1.0,False,5.4,60,India,Software Engineer
CAND_0000264,1.0,0.4,0.29600000000000004,1.0,False,2.9,90,India,Project Manager
CAND_0000265,1.0,0.4,0.374,0.2,False,3.8,90,India,HR Manager
CAND_0000266,1.0,0.4,0.276,1.0,False,2.7,30,India,Customer Support
CAND_0000267,1.0,0.4,0.706,1.0,False,3.3,60,India,Sales Executive
CAND_0000268,1.0,0.8,0.6160000000000001,1.0,False,11.3,90,India,Graphic Designer
CAND_0000269,0.1,0.6,0.27199999999999996,1.0,False,14.3,60,USA,Sales Executive
CAND_0000270,1.0,0.6,0.556,1.0,False,14.4,60,India,Operations Manager
CAND_0000271,1.0,1.0,0.6479999999999999,1.0,False,7.7,60,India,Sales Executive
CAND_0000272,1.0,0.6,0.47200000000000003,1.0,False,14.8,90,India,HR Manager
CAND_0000273,1.0,1.0,0.8340000000000001,1.0,False,5.8,60,India,ML Engineer
CAND_0000274,0.1,0.4,0.44800000000000006,0.2,False,3.0,120,Australia,Frontend Engineer
CAND_0000275,1.0,1.0,0.46599999999999997,1.0,False,7.8,90,India,Java Developer
CAND_0000276,1.0,0.4,0.49600000000000005,1.0,False,1.6,90,India,Marketing Manager
CAND_0000277,1.0,0.4,0.6300000000000001,1.0,False,2.1,120,India,QA Engineer
CAND_0000278,1.0,0.4,0.708,1.0,False,1.9,30,India,Sales Executive
CAND_0000279,0.6,0.4,0.422,1.0,False,2.9,120,USA,Business Analyst
CAND_0000280,1.0,1.0,0.536,1.0,False,8.2,90,India,Mobile Developer
CAND_0000281,1.0,0.4,0.36600000000000005,0.2,False,1.5,90,India,Content Writer
CAND_0000282,1.0,0.4,0.442,1.0,False,1.9,120,India,Sales Executive
CAND_0000283,1.0,0.4,0.25,0.2,False,3.5,150,India,Project Manager
CAND_0000284,1.0,0.4,0.66,1.0,False,2.4,90,India,Graphic Designer
CAND_0000285,1.0,0.4,0.704,1.0,False,3.5,90,India,Frontend Engineer
CAND_0000286,1.0,1.0,0.21999999999999997,1.0,False,9.0,60,India,Accountant
CAND_0000287,0.1,1.0,0.22600000000000003,1.0,False,6.2,90,Australia,Sales Executive
CAND_0000288,1.0,0.4,0.6400000000000001,1.0,False,2.7,30,India,Cloud Engineer
CAND_0000289,1.0,0.6,0.188,1.0,False,13.3,90,India,Content Writer
CAND_0000290,1.0,0.4,0.422,1.0,False,2.3,30,India,Civil Engineer
CAND_0000291,1.0,0.6,0.344,1.0,False,12.9,60,India,Content Writer
CAND_0000292,1.0,0.4,0.56,1.0,False,2.0,120,India,Data Analyst
CAND_0000293,1.0,0.8,0.7,1.0,False,10.3,60,India,Civil Engineer
CAND_0000294,1.0,1.0,0.422,1.0,False,8.6,60,India,Mechanical Engineer
CAND_0000295,0.1,1.0,0.6579999999999999,1.0,False,7.8,120,Germany,Frontend Engineer
CAND_0000296,1.0,1.0,0.316,1.0,False,6.5,60,India,Civil Engineer
CAND_0000297,0.1,1.0,0.34,1.0,False,6.5,90,USA,Civil Engineer
CAND_0000298,1.0,1.0,0.46599999999999997,1.0,False,5.3,90,India,Frontend Engineer
CAND_0000299,1.0,0.8,0.22600000000000003,1.0,False,10.1,90,India,HR Manager
CAND_0000300,1.0,1.0,0.356,1.0,False,8.5,60,India,Marketing Manager
CAND_0000301,0.1,0.4,0.28600000000000003,1.0,False,1.9,120,Germany,Operations Manager
CAND_0000302,0.1,1.0,0.54,1.0,False,7.4,90,UAE,Frontend Engineer
CAND_0000303,1.0,0.4,0.28800000000000003,1.0,False,2.3,150,India,Mechanical Engineer
CAND_0000304,1.0,0.4,0.40599999999999997,1.0,False,3.7,60,India,Civil Engineer
CAND_0000305,1.0,0.8,0.35600000000000004,1.0,False,4.7,150,India,HR Manager
CAND_0000306,1.0,0.6,0.30000000000000004,1.0,False,12.6,90,India,Graphic Designer
CAND_0000307,1.0,1.0,0.5760000000000001,1.0,False,6.8,90,India,QA Engineer
CAND_0000308,1.0,0.4,0.22400000000000003,1.0,False,2.0,90,India,Mechanical Engineer
CAND_0000309,1.0,0.8,0.39,1.0,False,9.4,30,India,HR Manager
CAND_0000310,1.0,1.0,0.6739999999999999,1.0,False,5.6,30,India,Sales Executive
CAND_0000311,1.0,1.0,0.518,1.0,False,6.2,90,India,Project Manager
CAND_0000312,1.0,0.8,0.224,1.0,False,11.5,120,India,Content Writer
CAND_0000313,1.0,1.0,0.416,1.0,False,7.0,120,India,Software Engineer
CAND_0000314,1.0,0.8,0.6699999999999999,1.0,False,11.7,120,India,Business Analyst
